,mean,std,min,q1,median,q3,max,iqr,skew,kurtosis,label
6440,1007.7783333333333,1559.8700061563368,0.0,0.0,159.0,1517.25,9319.0,1517.25,1.9338257133707486,3.9259801064871973,pulsar
6441,1000.9555555555555,1558.7153831298335,0.0,0.0,154.0,1500.5,9319.0,1500.5,1.9478979915598706,3.9846943837486664,pulsar
6442,1001.4016666666666,1559.9023872688688,0.0,0.0,154.0,1491.25,9319.0,1491.25,1.941840857484657,3.9452556129371597,pulsar
6443,995.7222222222222,1561.6806341449683,0.0,0.0,152.0,1477.0,9319.0,1477.0,1.9662377945797458,4.074763783859298,pulsar
6444,989.5777777777778,1559.5042525368247,0.0,0.0,146.5,1439.5,9319.0,1439.5,1.980018151237556,4.142520019411128,pulsar
6445,983.35,1558.2039905638171,0.0,0.0,146.0,1411.0,9319.0,1411.0,2.0014185504020463,4.229592448412397,pulsar
6446,987.0133333333333,1550.732092647994,0.0,0.0,148.5,1439.5,9319.0,1439.5,1.970588374868884,4.073198192218724,pulsar
6447,979.6827777777778,1548.0891059169921,0.0,0.0,146.0,1419.25,9319.0,1419.25,1.9832552299983945,4.135220817751083,pulsar
6448,981.0572222222222,1552.188918116684,0.0,0.0,142.5,1436.0,9319.0,1436.0,1.9807865852556132,4.110094167527494,pulsar
6449,976.1622222222222,1539.0656295375984,0.0,0.0,142.0,1419.25,9319.0,1419.25,1.9486268904451585,3.8853248536904803,pulsar
6450,981.1216666666667,1540.7940338615063,0.0,0.0,142.5,1439.5,9319.0,1439.5,1.9303310923637387,3.7999888199897867,pulsar
6451,979.6805555555555,1540.8868336761357,0.0,0.0,142.5,1439.0,9319.0,1439.0,1.9291398548682483,3.786417066715694,pulsar
6452,995.2138888888888,1569.5697272716259,0.0,0.0,142.0,1475.75,9867.0,1475.75,1.9678381048269764,4.106148184966905,pulsar
6453,994.9616666666667,1567.3744668986494,0.0,0.0,141.5,1475.75,9867.0,1475.75,1.9610813379248626,4.077341616857671,pulsar
6454,992.1494444444445,1566.648876761141,0.0,0.0,141.0,1461.5,9867.0,1461.5,1.9675833433698666,4.106136773138584,pulsar
